SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,
18/02/2019 09:00,,,,,,,,,,,10.8,(vau),,,0.7,,,,12.1,(vau),,,1.1,,,,,,,,,,
19/02/2019 09:00,,,,,,,,,,,3.2,(vau),,,0,,,,0.3,(vau),,,1.1,,,,,,,,,,
20/02/2019 09:00,,,,,,,,,,,0.2,(vau),,,0.1,,,,0.3,(vau),,,1.5,,,,,,,,,,
21/02/2019 09:00,,,,,,,,,,,0.1,(vau),,,0.2,,,,0.2,(vau),,,1.2,,,,,,,,,,
22/02/2019 09:00,,,,,,,,,,,0.1,(vau),,,0.4,,,,0.2,(vau),,,1.7,,,,,,,,,,
23/02/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0.1,(vau),,,2.1,,,,,,,,,,
24/02/2019 09:00,,,,,,,,,,,0.2,(vau),,,0.2,,,,0.1,(vau),,,1.3,,,,,,,,,,
25/02/2019 09:00,,,,,,,,,,,0.1,(vau),,,0.3,,,,0,(vau),,,2.3,,,,,,,,,,
26/02/2019 09:00,,,,,,,,,,,0.1,(vau),,,0.4,,,,0,(vau),,,1.7,,,,,,,,,,
27/02/2019 09:00,,,,,,,,,,,0.1,(vau),,,0.7,,,,0,(vau),,,2.4,,,,,,,,,,
28/02/2019 09:00,,,,,,,,,,,0.1,(vau),,,0.2,,,,0.2,(vau),,,1.3,,,,,,,,,,
01/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,0,(vau),,,1.1,,,,,,,,,,
02/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0,(vau),,,1.6,,,,,,,,,,
03/03/2019 09:00,,,,,,,,,,,0.1,(vau),,,0.3,,,,0,(vau),,,1.4,,,,,,,,,,
04/03/2019 09:00,,,,,,,,,,,0.6,(vau),,,0.5,,,,5,(vau),,,2.9,,,,,,,,,,
05/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0.3,(vau),,,1.6,,,,,,,,,,
06/03/2019 09:00,,,,,,,,,,,25.2,(vau),,,1,,,,42.3,(vau),,,4.7,,,,,,,,,,
07/03/2019 09:00,,,,,,,,,,,2.3,(vau),,,1.3,,,,10.6,(vau),,,2.1,,,,,,,,,,
08/03/2019 09:00,,,,,,,,,,,5.5,(vau),,,0.4,,,,6.8,(vau),,,1.7,,,,,,,,,,
09/03/2019 09:00,,,,,,,,,,,0.1,(vau),,,0.5,,,,0.1,(vau),,,0.9,,,,,,,,,,
10/03/2019 09:00,,,,,,,,,,,0.1,(vau),,,0.2,,,,0.3,(vau),,,1.3,,,,,,,,,,
11/03/2019 09:00,,,,,,,,,,,0.1,(vau),,,0.4,,,,0,(vau),,,1.3,,,,,,,,,,
12/03/2019 09:00,,,,,,,,,,,0.1,(vau),,,0.4,,,,0.3,(vau),,,1.2,,,,,,,,,,
13/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,2.6,,,,,,,,,,
14/03/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,1.5,,,,,,,,,,
15/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,0,(vau),,,1.9,,,,,,,,,,
16/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,0,(vau),,,1.7,,,,,,,,,,
17/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,0,(vau),,,1.8,,,,,,,,,,
18/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0.3,(vau),,,1.6,,,,,,,,,,
19/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0,(vau),,,2.3,,,,,,,,,,
20/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,2.4,,,,,,,,,,
21/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,2,,,,,,,,,,
22/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,1.7,,,,,,,,,,
23/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,2,,,,,,,,,,
24/03/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,2.9,,,,,,,,,,
25/03/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,2.4,,,,,,,,,,
26/03/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,2.5,,,,,,,,,,
27/03/2019 09:00,,,,,,,,,,,0,(vau),,,1.6,,,,0,(vau),,,4,,,,,,,,,,
28/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,2.2,,,,,,,,,,
29/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,2.4,,,,,,,,,,
30/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,1.9,,,,,,,,,,
31/03/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,2.2,,,,,,,,,,
01/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,3.5,(vau),,,1.7,,,,,,,,,,
02/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,3.4,(vau),,,1.1,,,,,,,,,,
03/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.5,,,,,,,,,,
04/04/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,1.3,,,,,,,,,,
05/04/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,15.8,(vau),,,2.9,,,,,,,,,,
06/04/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,,,15.8,(vau),,,3.4,,,,,,,,,,
07/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,13.3,(vau),,,3.4,,,,,,,,,,
08/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,13.8,(vau),,,3,,,,,,,,,,
09/04/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,8.7,(vau),,,3.4,,,,,,,,,,
10/04/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,,,5.1,(vau),,,2.7,,,,,,,,,,
11/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,1.4,(vau),,,1.4,,,,,,,,,,
12/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0.1,(vau),,,0.9,,,,,,,,,,
13/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0,(vau),,,1.2,,,,,,,,,,
14/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,1.8,(vau),,,1.6,,,,,,,,,,
15/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0,(vau),,,1.2,,,,,,,,,,
16/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,1.7,(vau),,,1.6,,,,,,,,,,
17/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0.1,(vau),,,1.8,,,,,,,,,,
18/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,36.9,(vau),,,1.7,,,,,,,,,,
19/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,10.7,(vau),,,0.3,,,,,,,,,,
20/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,1.8,(vau),,,1.6,,,,,,,,,,
21/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0.1,(vau),,,2.2,,,,,,,,,,
22/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0.5,(vau),,,1.5,,,,,,,,,,
23/04/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,10.1,(vau),,,3.7,,,,,,,,,,
24/04/2019 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,31,(vau),,,3.4,,,,,,,,,,
25/04/2019 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,22.4,(vau),,,4.8,,,,,,,,,,
26/04/2019 09:00,,,,,,,,,,,0.3,(vau),,,1.4,,,,6.2,(vau),,,2.9,,,,,,,,,,
27/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0.1,(vau),,,1.5,,,,,,,,,,
28/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,0.2,(vau),,,1.9,,,,,,,,,,
29/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,0.1,(vau),,,1.4,,,,,,,,,,
30/04/2019 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,0,(vau),,,1.4,,,,,,,,,,
01/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,0,(vau),,,1.9,,,,,,,,,,
02/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0,(vau),,,1.8,,,,,,,,,,
03/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,2,,,,,,,,,,
04/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,2,,,,,,,,,,
05/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0,(vau),,,1.5,,,,,,,,,,
06/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0.1,(vau),,,1.3,,,,,,,,,,
07/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0.4,(vau),,,2.1,,,,,,,,,,
08/05/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,17.4,(vau),,,3.8,,,,,,,,,,
09/05/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,1.5,(vau),,,2.3,,,,,,,,,,
10/05/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,,,18.9,(vau),,,4.4,,,,,,,,,,
11/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,2.3,,,,,,,,,,
12/05/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,2.8,,,,,,,,,,
13/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,2.3,,,,,,,,,,
14/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,2.5,,,,,,,,,,
15/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0,(vau),,,1.9,,,,,,,,,,
16/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.3,,,,,,,,,,
17/05/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,2.9,,,,,,,,,,
18/05/2019 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,0,(vau),,,2,,,,,,,,,,
19/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,1.3,,,,,,,,,,
20/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,1.6,,,,,,,,,,
21/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.3,,,,,,,,,,
22/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0.1,(vau),,,1.3,,,,,,,,,,
23/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,1.4,,,,,,,,,,
24/05/2019 09:00,,,,,,,,,,,0,(vau),,,1.4,,,,0,(vau),,,1.9,,,,,,,,,,
25/05/2019 09:00,,,,,,,,,,,0,(vau),,,1.4,,,,0,(vau),,,1.7,,,,,,,,,,
26/05/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,1.6,,,,,,,,,,
27/05/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,0.6,,,,,,,,,,
28/05/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,1.5,,,,,,,,,,
29/05/2019 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,0,(vau),,,2.1,,,,,,,,,,
30/05/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,2.3,,,,,,,,,,
31/05/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,2,,,,,,,,,,
01/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0,(vau),,,1.4,,,,,,,,,,
02/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0,(vau),,,1,,,,,,,,,,
03/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.8,,,,,,,,,,
04/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,2.6,,,,,,,,,,
05/06/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,1.1,(vau),,,2.7,,,,,,,,,,
06/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0.1,(vau),,,1.6,,,,,,,,,,
07/06/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,13.7,(vau),,,2.7,,,,,,,,,,
08/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0.1,(vau),,,1.1,,,,,,,,,,
09/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.8,,,,,,,,,,
10/06/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,1.2,,,,,,,,,,
11/06/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,,,0,(vau),,,1.6,,,,,,,,,,
12/06/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,1,,,,,,,,,,
13/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,1.3,,,,,,,,,,
14/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.5,,,,,,,,,,
15/06/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,1.5,,,,,,,,,,
16/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0.1,(vau),,,1.1,,,,,,,,,,
17/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0.1,(vau),,,1.4,,,,,,,,,,
18/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,1.7,(vau),,,1,,,,,,,,,,
19/06/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,1.1,(vau),,,3.2,,,,,,,,,,
20/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0.7,(vau),,,1.3,,,,,,,,,,
21/06/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,0.2,(vau),,,1.5,,,,,,,,,,
22/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.4,,,,,,,,,,
23/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,1.6,,,,,,,,,,
24/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0.5,(vau),,,1.5,,,,,,,,,,
25/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,3.3,(vau),,,0.6,,,,,,,,,,
26/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0.2,(vau),,,0.8,,,,,,,,,,
27/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,1.7,(vau),,,1.4,,,,,,,,,,
28/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0.1,(vau),,,1.2,,,,,,,,,,
29/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,1.5,,,,,,,,,,
30/06/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.6,,,,,,,,,,
01/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0.1,(vau),,,1.6,,,,,,,,,,
02/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0.1,(vau),,,1.8,,,,,,,,,,
03/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.4,,,,,,,,,,
04/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0.1,(vau),,,1.4,,,,,,,,,,
05/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0.1,(vau),,,1.2,,,,,,,,,,
06/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0.3,(vau),,,1.4,,,,,,,,,,
07/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0.2,(vau),,,1.8,,,,,,,,,,
08/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0.1,(vau),,,1.5,,,,,,,,,,
09/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0.2,(vau),,,1.6,,,,,,,,,,
10/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0.1,(vau),,,1.7,,,,,,,,,,
11/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,1.4,,,,,,,,,,
12/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0,(vau),,,1,,,,,,,,,,
13/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.5,,,,,,,,,,
14/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0.1,(vau),,,1.7,,,,,,,,,,
15/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,2,,,,,,,,,,
16/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.7,,,,,,,,,,
17/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0.2,(vau),,,1.5,,,,,,,,,,
18/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,2.2,,,,,,,,,,
19/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,1.8,,,,,,,,,,
20/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,1.5,,,,,,,,,,
21/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,1.5,,,,,,,,,,
22/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,1.6,,,,,,,,,,
23/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0.9,(vau),,,2,,,,,,,,,,
24/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,1.5,,,,,,,,,,
25/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,1.8,,,,,,,,,,
26/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,,,0,(vau),,,2.7,,,,,,,,,,
27/07/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,2.5,(vau),,,2.9,,,,,,,,,,
28/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0.9,(vau),,,1.3,,,,,,,,,,
29/07/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,2.5,,,,,,,,,,
30/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,,,0,(vau),,,1.6,,,,,,,,,,
31/07/2019 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,1.2,,,,,,,,,,
01/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,1.2,,,,,,,,,,
02/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.8,,,,,,,,,,
03/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0,(vau),,,1.7,,,,,,,,,,
04/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,1.4,,,,,,,,,,
05/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.6,,,,,,,,,,
06/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,1.1,,,,,,,,,,
07/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,2.5,,,,,,,,,,
08/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,2.5,(vau),,,1.2,,,,,,,,,,
09/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,5,(vau),,,3.1,,,,,,,,,,
10/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,0.9,(vau),,,1.6,,,,,,,,,,
11/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0.6,(vau),,,1.5,,,,,,,,,,
12/08/2019 09:00,,,,,,,,,,,0,(vau),,,1.2,,,,0,(vau),,,1.3,,,,,,,,,,
13/08/2019 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,1.1,,,,,,,,,,
14/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.3,,,,,,,,,,
15/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.1,,,,,,,,,,
16/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,1.1,,,,,,,,,,
17/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,1,,,,,,,,,,
18/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,2,,,,,,,,,,
19/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,1.9,,,,,,,,,,
20/08/2019 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,1.4,,,,,,,,,,
21/08/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,2,,,,,,,,,,
22/08/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,,,,,,,,,
23/08/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,2,,,,,,,,,,
24/08/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,,,,,,,,,
25/08/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,,,,,,,,,
26/08/2019 09:00,,,,,,,,,,,,,,,,,,,30.6,(vau),,,1.8,,,,,,,,,,
27/08/2019 09:00,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.9,,,,,,,,,,
28/08/2019 09:00,,,,,,,,,,,,,,,,,,,0.6,(vau),,,1.2,,,,,,,,,,
29/08/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,,,,,,,,,
30/08/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.7,,,,,,,,,,
31/08/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,,,,,,,,,
01/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,,,,,,,,,
02/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,,,,,,,,,
03/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,,,,,,,,,
04/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1,,,,,,,,,,
05/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,2,,,,,,,,,,
06/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,3,,,,,,,,,,
07/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,2.2,,,,,,,,,,
08/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,,,,,,,,,
09/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,
10/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,2.4,,,,,,,,,,
11/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,2.7,,,,,,,,,,
12/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,2,,,,,,,,,,
13/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,2.3,,,,,,,,,,
14/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,3.1,,,,,,,,,,
15/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.9,,,,,,,,,,
16/09/2019 09:00,,,,,,,,,,,,,,,,,,,1.5,(vau),,,0.8,,,,,,,,,,
17/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,,,,,,,,,
18/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,,,,,,,,,
19/09/2019 09:00,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,,,,,,,,,
20/09/2019 09:00,66,(vau),0,(vau),20.1,(vau),0.6,,,,,,,,,,,,0,(vau),,,0.9,,,,,,,,,,
21/09/2019 09:00,74,(vau),0.9,(vau),20,(vau),1,,,,,,,,,,,,4,(vau),,,1.3,,,,,,,,,,
22/09/2019 09:00,89,(vau),,,18.6,(vau),1.7,,,,,,,,,,,,20.2,(vau),,,2.8,,,,,,,,,,
23/09/2019 09:00,74,(vau),0,(vau),16.8,(vau),0.4,,,,,,,,,,,,0.2,(vau),,,0.9,,,,,,,,,,
24/09/2019 09:00,63,(vau),0,(vau),19.2,(vau),0.6,,,,,,,,,,,,0.2,(vau),,,1.3,,,,,,,,,,
25/09/2019 09:00,70,(vau),0.1,(vau),20.9,(vau),0.7,,,,,,,,,,,,1.5,(vau),,,2.1,,,,,,,,,,
26/09/2019 09:00,59,(vau),0,(vau),19.3,(vau),0.8,,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,1.8,,
27/09/2019 09:00,56,(vau),0,(vau),20.6,(vau),0.3,,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,1.9,,
28/09/2019 09:00,55,(vau),0,(vau),21.2,(vau),0.5,,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,1.8,,
29/09/2019 09:00,52,(vau),0,(vau),20.4,(vau),0.3,,,,,,,,,,,,0,(vau),,,1.4,,,,0,(vau),,,0.9,,
30/09/2019 09:00,47,(vau),0,(vau),20.7,(vau),0.3,,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,1.7,,
01/10/2019 09:00,51,(vau),0,(vau),22.4,(vau),0.6,,,,,,,,,,,,0,(vau),,,1.8,,,,0,(vau),,,1.7,,
02/10/2019 09:00,65,(vau),0,(vau),20,(vau),0.9,,,,,,,,,,,,0,(vau),,,1.7,,,,0,(vau),,,2.5,,
03/10/2019 09:00,59,(vau),0,(vau),18,(vau),0.4,,,,,,,,,,,,0,(vau),,,1.2,,,,0,(vau),,,0.7,,
04/10/2019 09:00,60,(vau),0,(vau),21,(vau),0.6,,,,,,,,,,,,0.1,(vau),,,1,,,,0,(vau),,,1.9,,
05/10/2019 09:00,70,(vau),0,(vau),18.9,(vau),0.7,,,,,,,,,,,,0,(vau),,,1.3,,,,0,(vau),,,1.6,,
06/10/2019 09:00,63,(vau),0,(vau),17,(vau),0.4,,,,,,,,,,,,0,(vau),,,1.4,,,,0,(vau),,,1.8,,
07/10/2019 09:00,52,(vau),0,(vau),20.4,(vau),0.4,,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,1.3,,
